lat,lng,nearest_city_cityname,nearest_city_countrycode,Temp,Humidity,Cloudiness,WindSpeed,DT
50,-122,lillooet,ca,46.4,70,1,19.46,1511046000
-24,24,dutlwe,bw,53.04,42,0,3.71,1511048968
14,-20,dakar,sn,78.8,61,0,12.75,1511047800
6,40,goba,et,35.99,74,0,2.37,1511048969
70,14,stokmarknes,no,29.01,100,12,7.74,1511048970
-10,122,ende,id,82.02,100,32,3.27,1511048970
22,122,taitung,tw,68,72,75,12.75,1511046000
68,36,tumannyy,ru,,,,,
28,36,tabuk,sa,71.6,37,75,3.36,1511046000
28,-112,santa rosalia,mx,77.12,97,0,22.28,1511048972
72,32,vardo,no,37.92,100,88,9.64,1511048972
50,-126,campbell river,ca,47.01,87,90,16.11,1511046000
50,-36,lagoa,pt,67.31,99,76,20.27,1511048973
64,22,pietarsaari,fi,,,,,
6,-102,tecoanapa,mx,77.75,85,100,4.83,1511048973
14,116,cabra,ph,83.01,100,8,16.35,1511048974
-24,22,tshane,bw,,,,,
52,36,fatezh,ru,32.39,93,88,7.74,1511048975
58,78,kedrovyy,ru,30.2,54,40,15.66,1511046000
26,108,xiaoweizhai,cn,36.12,100,92,3.15,1511048976
-14,156,gizo,sb,85.13,100,0,5.17,1511048783
38,114,luancheng,cn,21.2,73,8,4.47,1511046000
38,58,buzmeyin,tm,42.8,75,20,2.24,1511046000
-14,-72,santo tomas,pe,40.58,99,56,2.15,1511048977
6,62,ugoofaaru,mv,82.34,100,88,1.81,1511048978
-2,-62,barcelos,br,80.99,82,8,3.38,1511048978
46,-94,brainerd,us,18.79,62,90,14.99,1511046960
-24,-40,armacao dos buzios,br,,,,,
38,-102,lamar,us,48.2,23,1,5.82,1511045580
-10,114,muncar,id,79.86,95,64,3.49,1511048981
16,32,umm durman,sd,,,,,
4,86,wattegama,lk,74.78,94,12,4.05,1511048981
66,-80,iqaluit,ca,12.2,56,20,14.99,1511046000
42,-162,kodiak,us,37.4,55,1,11.41,1511045580
0,12,booue,ga,73.29,97,92,1.7,1511048983
52,44,rtishchevo,ru,30.59,95,92,10.31,1511048983
24,-76,rock sound,bs,78.83,100,76,15.68,1511048984
66,44,kamenka,ru,32.03,96,92,9.75,1511048985
58,6,egersund,no,44.6,75,40,23.04,1511047200
52,112,mogzon,ru,14.66,74,80,10.76,1511048985
8,126,santa josefa,ph,77.57,91,88,3.15,1511048986
-32,-72,la ligua,cl,57.68,75,0,3.6,1511048987
24,112,huaicheng,cn,51.02,100,92,3.71,1511048987
10,128,union,ph,82.4,83,20,3.36,1511046000
-16,38,mocuba,mz,,,,,
-4,-6,tabou,ci,78.92,100,92,9.42,1511048988
34,134,waki,jp,44.6,81,40,11.41,1511046000
-6,170,lolua,tv,,,,,
48,-66,new richmond,ca,,,,,
54,10,neumunster,de,40.53,81,40,11.41,1511047200
16,4,tahoua,ne,68.93,67,12,2.15,1511048990
54,66,polovinnoye,ru,23.61,94,68,10.65,1511048991
48,-116,sandpoint,us,40.51,74,90,3.36,1511046900
0,-80,pedernales,ec,73.07,84,12,7.07,1511048992
-34,36,scottsburgh,za,,,,,
60,-136,whitehorse,ca,-0.41,77,40,5.82,1511046000
-18,-48,catalao,br,70.41,90,64,2.82,1511048992
26,-106,santa maria del oro,mx,64.47,24,0,5.39,1511048993
-6,150,kimbe,pg,84.36,98,36,3.6,1511048779
16,-60,saint-francois,gp,80.6,74,92,6.93,1511046000
-10,20,saurimo,ao,64.7,96,68,2.59,1511048994
40,138,oga,jp,,,,,
2,-56,grand-santi,gf,81.84,72,92,5.61,1511048994
-6,144,mount hagen,pg,65.46,90,12,2.15,1511048995
48,16,berndorf,at,42.8,74,75,17.22,1511047200
50,-106,assiniboia,ca,19.79,78,8,11.32,1511048996
38,-122,concord,us,61.95,36,1,4.7,1511048100
26,-78,high rock,bs,75.2,69,20,7.74,1511046000
-22,166,bouloupari,nc,78.8,39,0,5.82,1511047800
-30,-64,cordoba,ar,64.4,34,0,9.17,1511046000
-28,156,byron bay,au,75.2,57,40,17.22,1511047500
6,-74,florian,co,63.66,98,80,2.37,1511048998
42,-94,boone,us,56.97,81,75,4.7,1511046900
18,72,srivardhan,in,73.34,77,76,5.06,1511048999
-24,34,manjacaze,mz,68.61,63,8,11.99,1511049000
12,-78,tigre,pa,,,,,
-4,-80,alamor,ec,,,,,
62,46,krasnoborsk,ru,33.92,95,92,9.42,1511049001
-34,176,ngunguru,nz,60.47,100,92,27.65,1511049001
16,-2,tombouctou,ml,,,,,
28,118,shangrao,cn,42.87,84,76,3.71,1511049002
38,68,denau,uz,,,,,
-42,172,reefton,nz,,,,,
6,-70,cravo norte,co,81.26,78,8,6.62,1511049003
40,-78,chambersburg,us,42.8,100,75,3.36,1511046480
24,86,hesla,in,61.91,89,8,2.71,1511049004
46,-82,little current,ca,35.6,100,90,14.99,1511046000
6,102,sungai kolok,th,,,,,
-6,154,panguna,pg,84.68,80,44,3.15,1511049005
10,-88,san rafael del sur,ni,87.8,52,20,4.7,1511046000
-24,48,vangaindrano,mg,67.71,100,92,4.72,1511049006
4,8,opobo,ng,,,,,
38,72,karakendzha,tj,,,,,
42,74,toktogul,kg,13.58,90,80,1.25,1511049007
-42,-66,puerto madryn,ar,66.09,54,92,28.88,1511049007
52,140,bogorodskoye,ru,31.71,95,88,7.85,1511049008
-22,-54,rio brilhante,br,67.71,99,92,10.54,1511049008
-38,170,karamea,nz,,,,,
10,6,kontagora,ng,74.96,68,32,2.93,1511049009
44,0,tonneins,fr,30.13,73,75,2.93,1511047800
8,-78,el real de santa maria,pa,,,,,
36,-116,pahrump,us,58.48,11,1,0.13,1511045880
54,114,bagdarin,ru,-23.15,59,44,2.48,1511049012
16,-160,ewa beach,us,78.33,54,75,10.29,1511045820
36,-110,winslow,us,51.8,13,1,8.05,1511045760
68,152,srednekolymsk,ru,-1.73,70,76,8.52,1511049013
12,-72,uribia,co,73.34,97,92,3.27,1511049014
18,116,catuday,ph,81.08,100,20,4.94,1511049014
-4,144,angoram,pg,84.77,76,80,2.37,1511049015
-24,162,voh,nc,72.98,100,92,6.4,1511049016
60,-4,stromness,gb,41.83,70,32,21.92,1511047200
46,118,hailar,cn,-26.34,38,0,3.71,1511049017
4,30,yei,sd,,,,,
44,124,zhengjiatun,cn,3.09,56,0,8.52,1511049018
26,32,el balyana,eg,,,,,
48,76,karkaralinsk,kz,,,,,
4,132,kloulklubed,pw,83.26,83,75,12.44,1511045460
8,18,moissala,td,75.23,81,68,3.38,1511049019
58,30,dno,ru,34.32,91,88,10.42,1511049019
38,120,longkou,cn,43.73,100,64,15.23,1511049020
12,-70,punto fijo,ve,78.74,97,64,4.38,1511049021
-2,-56,juruti,br,84.86,45,0,3.94,1511049021
-24,-64,libertador general san martin,ar,59,58,90,5.82,1511046000
-16,-48,brasilia,br,71.6,78,40,5.82,1511046000
62,12,roros,no,10.4,92,90,2.24,1511047200
40,74,ozgon,kg,,,,,
8,34,gambela,et,58.26,79,0,3.71,1511049023
54,-102,flin flon,ca,8.6,78,75,6.93,1511046000
52,116,shilka,ru,-20.94,28,12,2.26,1511049025
68,-18,husavik,is,15.8,92,20,2.24,1511046000
-16,42,mocambique,mz,,,,,
46,98,moron,mn,-2.45,64,44,4.61,1511049026
-14,38,montepuez,mz,71.63,82,8,6.62,1511049026
-30,-44,imbituba,br,71.6,78,75,9.17,1511046000
58,10,hirtshals,dk,45.84,99,0,21.05,1511049027
40,-84,tipp city,us,54.09,100,90,21.92,1511047560
44,-118,baker city,us,43.83,38,1,13.87,1511045760
58,84,molchanovo,ru,28.07,91,88,10.09,1511049030
30,-84,tallahassee,us,69.37,72,90,6.93,1511048100
24,104,zhongshu,cn,49.76,99,92,3.71,1511049031
68,96,tura,ru,-21.66,91,64,2.71,1511049031
52,86,gorno-altaysk,ru,3.81,71,8,3.15,1511049032
44,138,terney,ru,9.84,100,0,20.83,1511049033
2,4,yenagoa,ng,75.99,89,20,5.5,1511049033
-14,-92,san cristobal,ec,71.6,64,0,13.87,1511046000
34,50,arak,ir,25.59,100,8,2.48,1511049034
-36,-2,luderitz,na,56.01,74,0,11.77,1511049035
56,34,sychevka,ru,32.12,96,92,6.73,1511049035
-32,154,port macquarie,au,64.4,88,90,5.82,1511046000
70,20,lyngseidet,no,24.8,85,75,2.24,1511045400
36,-128,ukiah,us,57.2,35,1,4.7,1511045760
38,62,murgab,tm,37.4,69,5,4.7,1511046000
8,42,harer,et,41.75,81,0,2.15,1511049038
12,-12,mali,gn,65.37,63,8,2.26,1511049039
-12,-68,cobija,bo,81.39,66,0,4.27,1511049039
46,-112,butte,us,33.8,43,1,3.49,1511045580
-38,42,tsihombe,mg,,,,,
0,-152,atuona,pf,79.46,100,64,11.32,1511049040
28,68,garhi khairo,pk,51.96,84,0,4.94,1511049041
30,10,nalut,ly,41.03,84,0,1.7,1511049041
30,72,mailsi,pk,52.77,87,0,2.71,1511049042
64,-102,thompson,ca,10.4,72,90,17.22,1511046000
60,32,novaya ladoga,ru,36.57,90,64,8.63,1511049044
36,6,constantine,dz,42.8,87,20,2.59,1511047800
16,120,paitan,ph,75.68,100,80,3.6,1511049045
70,76,tazovskiy,ru,0.26,75,80,7.4,1511049045
18,42,abha,sa,52.66,66,0,2.82,1511046000
20,102,luang prabang,la,,,,,
-18,-178,neiafu,to,84.2,83,40,5.82,1511046000
26,78,antri,in,60.51,84,80,2.93,1511049047
-22,32,chiredzi,zw,68.07,87,8,7.96,1511049048
-40,178,wairoa,nz,55.74,100,92,19.26,1511049049
38,-108,montrose,us,39.6,26,1,2.15,1511049300
-6,122,katobu,id,,,,,
58,32,parfino,ru,34.91,92,88,10.65,1511049049
-6,116,singaraja,id,80.6,88,40,3.36,1511046000
54,-48,nanortalik,gl,28.74,97,56,35.03,1511049050
10,96,ranong,th,75.2,94,0,4.61,1511046000
54,90,sorsk,ru,2.91,69,20,3.71,1511049052
30,-114,san felipe,mx,82.4,14,5,8.41,1511044860
-32,-64,rio tercero,ar,65.24,29,0,8.41,1511049053
6,-76,salgar,co,64.24,88,75,2.24,1511046000
-32,-68,san juan,ar,63.98,30,0,4.61,1511049054
32,80,gangotri,in,,,,,
26,68,sann,pk,59,77,0,6.93,1511046000
44,44,sovetskaya,ru,35,92,36,3.6,1511049056
64,140,ust-nera,ru,-30.98,46,20,2.04,1511048769
48,-94,fort frances,ca,15.8,72,90,13.87,1511046960
-20,8,opuwo,na,56.15,62,0,2.93,1511049057
-6,44,micheweni,tz,81.62,100,8,4.16,1511049057
56,64,kargapolye,ru,,,,,
48,78,ayagoz,kz,31.22,77,88,19.15,1511049058
50,16,holice,cz,38.37,86,90,16.11,1511046000
-4,154,namatanai,pg,83.78,100,20,3.94,1511049059
44,40,kamennomostskiy,ru,36.35,68,56,2.15,1511049060
-18,142,atherton,au,82.4,65,40,6.93,1511046000
44,74,shu,kz,27.26,82,80,10.09,1511049061
-6,2,omboue,ga,78.02,100,80,4.38,1511049061
62,22,noormarkku,fi,37.4,93,68,5.82,1511047200
-36,150,batemans bay,au,67.26,77,64,5.84,1511048781
-12,138,nhulunbuy,au,86,62,75,11.41,1511046000
18,-66,patillas,us,,,,,
12,32,marabba,sd,69.51,77,0,2.71,1511049063
10,114,taburi,ph,,,,,
-50,170,kaitangata,nz,,,,,
54,162,ust-kamchatsk,ru,,,,,
-18,16,ondangwa,na,65.33,22,0,6.62,1511049064
-22,60,bambous virieux,mu,75.2,88,40,4.7,1511046000
42,128,songjianghe,cn,2.82,70,8,2.93,1511049065
52,32,shchors,ua,35.27,97,92,8.19,1511049066
36,-120,avenal,us,68.52,37,40,2.59,1511045760
-8,-114,puerto ayora,ec,77,50,20,16.11,1511046000
62,152,orotukan,ru,-23.69,99,24,2.71,1511049067
-6,0,port-gentil,ga,77,88,90,4.7,1511046000
34,-102,plainview,us,49.28,81,90,12.75,1511046900
62,-2,brae,gb,42.8,75,68,20.8,1511047200
36,-84,knoxville,us,65.26,72,90,20.8,1511045580
52,110,kizhinga,ru,17.18,67,76,7.52,1511049070
-28,-66,catamarca,ar,,,,,
-6,50,victoria,sc,77,83,75,10.29,1511046000
54,52,kamyshla,ru,33.02,94,92,7.74,1511049071
50,-68,baie-comeau,ca,23,92,90,4.7,1511046000
10,130,bacolod,ph,81.21,100,48,2.26,1511049072
12,16,dourbali,td,72.89,35,0,10.2,1511049072
30,-104,ojinaga,mx,68.97,19,0,10.87,1511049073
34,76,kargil,in,3.41,84,56,1.25,1511049073
6,-8,zwedru,lr,71.36,98,56,4.16,1511049074
56,130,chagda,ru,,,,,
12,4,jega,ng,72.89,69,0,2.93,1511049074
-12,10,benguela,ao,69.92,100,20,4.38,1511049075
-16,18,menongue,ao,65.96,78,8,3.27,1511049075
30,136,shingu,jp,48.2,66,40,19.46,1511046000
10,30,talawdi,sd,,,,,
26,12,awbari,ly,44.99,42,80,4.16,1511049077
32,122,huilong,cn,47.6,100,48,12.77,1511049077
-28,24,danielskuil,za,44.76,59,0,1.7,1511049078
28,90,gasa,bt,-8.57,53,0,3.15,1511049078
50,-102,moosomin,ca,10.97,74,0,9.75,1511049079
14,-84,rosita,ni,,,,,
6,128,pundaguitan,ph,,,,,
-36,144,swan hill,au,77.34,57,0,13,1511049080
26,66,bela,pk,41.03,70,0,5.28,1511049080
24,-78,andros town,bs,78.8,74,75,9.17,1511046000
26,62,gwadar,pk,65.96,83,0,18.37,1511049081
54,12,bad doberan,de,39.2,86,75,17.22,1511047200
48,36,novomykolayivka,ua,33.8,90,75,6.71,1511046000
-22,-52,presidente venceslau,br,71.6,73,0,4.7,1511046000
-12,46,dzaoudzi,yt,77,88,80,3.36,1511046000
6,120,pandan niog,ph,83.6,100,24,2.59,1511049084
0,36,rongai,ke,52.73,96,68,2.59,1511049084
-20,-68,uyuni,bo,53.04,6,0,15.46,1511049085
34,114,xuchang,cn,39.2,35,92,4.47,1511046000
-30,-58,bella union,uy,55.74,58,0,6.29,1511049086
14,-60,crab hill,bb,,,,,
16,88,puri,in,75.2,100,90,2.24,1511046000
-12,-84,chimbote,pe,63.35,82,0,8.41,1511049087
68,112,udachnyy,ru,-9.02,64,48,3.27,1511049088
34,116,bozhou,cn,34.37,57,92,3.15,1511049088
60,-108,la ronge,ca,8.6,71,20,4.7,1511046000
-10,-170,samalaeulu,ws,,,,,
40,-52,torbay,ca,41,93,90,9.17,1511046000
32,-84,cordele,us,69.48,56,90,6.93,1511048100
-26,26,lichtenburg,za,44.9,55,0,1.25,1511049090
46,-120,grandview,us,47.7,64,1,12.75,1511048100
-12,-172,saleaula,ws,,,,,
68,64,severnyy,ru,33.8,100,75,8.95,1511046000
-52,128,port lincoln,au,70.59,75,24,14.23,1511049093
30,12,mizdah,ly,39.72,83,0,5.17,1511049094
44,24,marsani,ro,44.6,100,90,4.7,1511047800
48,-8,penzance,gb,53.6,87,90,16.11,1511045400
62,16,bollnas,se,27.21,91,92,7.4,1511049096
32,-120,port hueneme,us,68.11,68,40,11.41,1511045760
-22,48,manakara,mg,73.74,99,76,6.96,1511049099
8,-74,santa rosa del sur,co,78.06,90,64,2.71,1511049100
38,-98,hutchinson,us,51.19,34,1,16.11,1511045760
-28,-54,santo augusto,br,61.32,71,0,8.97,1511049101
50,-114,claresholm,ca,33.8,59,32,32.21,1511046000
54,142,okha,ru,20.6,98,44,29.55,1511049102
-32,-56,tacuarembo,uy,52.32,55,0,6.17,1511049103
-2,166,tabiauea,ki,,,,,
0,-84,manta,ec,73.4,83,40,16.11,1511046000
-2,-78,palora,ec,66.09,98,44,0.92,1511049104
62,26,jyvaskyla,fi,,,,,
58,142,okhotsk,ru,-6.36,100,32,11.43,1511049105
-20,136,mount isa,au,91.4,9,12,6.93,1511046000
64,28,kajaani,fi,26.6,92,90,3.36,1511047200
-2,22,lodja,cd,71.18,95,76,2.59,1511049107
60,90,teya,ru,16.14,75,88,5.06,1511049107
28,-88,pascagoula,us,73.13,94,40,5.82,1511048100
44,76,boralday,kz,,,,,
-18,132,katherine,au,84.2,66,0,4.7,1511046000
24,-82,key west,us,74.28,69,1,4.7,1511045580
-16,-44,sao joao da ponte,br,67.22,98,68,2.71,1511049110
26,104,rongcheng,cn,38.96,92,56,6.96,1511049110
20,-88,felipe carrillo puerto,mx,75.23,85,80,2.93,1511049110
20,110,lingao,cn,,,,,
42,6,la seyne-sur-mer,fr,40.93,75,0,4.7,1511047800
-10,-32,sao jose da coroa grande,br,76.04,88,92,5.61,1511049111
-4,-74,nauta,pe,,,,,
12,110,nha trang,vn,74.01,100,92,15.35,1511048832
46,136,vostok,ru,-8.39,61,24,3.15,1511049112
24,14,marzuq,ly,,,,,
50,-80,cochrane,ca,39.31,44,20,26.4,1511046000
52,30,lyubech,ua,33.69,99,88,3.94,1511049113
60,56,kerchevskiy,ru,30.81,86,88,10.42,1511049114
52,62,lisakovsk,kz,27.62,89,24,12.21,1511049114
-34,150,lithgow,au,73.4,49,75,10.29,1511046000
22,80,waraseoni,in,68.39,84,12,6.85,1511049115
14,100,bang len,th,82.4,88,20,5.82,1511046000
56,98,tayshet,ru,14.57,75,32,3.83,1511049117
-6,-32,cabedelo,br,78.8,74,20,6.93,1511046000
10,22,birao,cf,79.19,54,12,8.75,1511049118
36,110,yanan,cn,,,,,
46,-96,fergus falls,us,20.5,67,1,20.8,1511047080
36,-70,nantucket,us,53.28,87,75,6.93,1511047140
44,20,kosjeric,rs,,,,,
14,-62,canaries,lc,,,,,
64,46,leshukonskoye,ru,33.06,81,88,7.96,1511049120
-40,-60,tres arroyos,ar,58.94,35,0,11.88,1511049121
44,18,gromiljak,ba,39.2,93,90,4.7,1511046000
46,-84,thessalon,ca,36.12,100,90,9.17,1511046780
12,-58,oistins,bb,82.4,83,75,13.87,1511046000
42,58,akdepe,tm,29.3,80,0,16.11,1511046000
6,26,obo,cf,67.4,93,0,3.49,1511049123
-28,-62,presidencia roque saenz pena,ar,68.34,35,0,9.75,1511049124
64,76,gubkinskiy,ru,2.87,85,76,6.06,1511049125
66,-152,college,us,-13.58,75,40,3.71,1511047200
42,-96,south sioux city,us,33.39,63,1,11.41,1511048100
18,76,tuljapur,in,70.37,56,44,8.63,1511049127
70,66,sovetskiy,ru,22.62,90,92,5.73,1511049127
-36,174,dargaville,nz,60.56,86,92,16.35,1511049128
56,132,tokur,ru,-21.98,59,32,2.59,1511049072
40,118,fengrun,cn,17.22,66,0,3.38,1511049128
-36,148,tumut,au,65.64,70,0,4.94,1511049129
-34,148,young,au,66.95,91,20,11.77,1511049129
18,86,gopalpur,in,79.46,100,80,2.15,1511049130
22,-156,kahului,us,76.87,61,40,12.75,1511048700
48,-90,thunder bay,ca,23,79,90,11.41,1511047680
52,58,buribay,ru,28.34,90,80,10.31,1511049131
12,-62,gouyave,gd,82.4,83,20,13.87,1511046000
-32,18,vredendal,za,47.37,90,0,1.92,1511049131
30,128,naze,jp,62.6,59,75,16.11,1511046000
10,124,clarin,ph,78.42,100,80,2.37,1511049132
28,66,surab,pk,28.43,75,0,4.61,1511049133
6,-4,adzope,ci,73.07,96,20,4.94,1511049133
-22,46,ihosy,mg,63.89,99,48,6.4,1511049134
-28,152,warwick,au,60.29,100,88,14.23,1511049134
-16,-68,coroico,bo,59,30,40,10.29,1511046000
-2,34,nyamuswa,tz,69.8,83,20,5.84,1511046000
36,98,jiuquan,cn,,,,,
16,86,narasannapeta,in,70.41,97,56,2.93,1511049136
-10,-160,faanui,pf,79.46,100,76,21.83,1511049136
60,80,kargasok,ru,21.41,83,64,6.06,1511049137
48,10,bad wurzach,de,37.4,74,75,13.87,1511047200
0,-44,cururupu,br,79.37,78,12,7.74,1511049138
6,-58,linden,gy,77,94,20,9.17,1511046000
48,-100,devils lake,us,14.86,72,1,13.87,1511046900
8,-96,champerico,gt,84.2,66,40,6.93,1511046000
36,52,damavand,ir,46.4,45,0,4.7,1511046000
30,-14,teguise,es,68,72,75,12.75,1511047800
54,98,nizhneudinsk,ru,13.89,77,24,5.17,1511049140
48,12,grafing,de,,,,,
10,-10,tokonou,gn,71.22,48,0,4.5,1511049141
-32,-82,talcahuano,cl,57.32,90,0,21.94,1511049141
20,90,mathbaria,bd,,,,,
-20,36,beira,mz,73.56,86,92,4.27,1511049142
58,24,tostamaa,ee,,,,,
34,-118,hacienda heights,us,75.2,28,1,4.7,1511045880
-18,52,ambodifototra,mg,,,,,
-42,26,port elizabeth,za,55.4,93,0,5.82,1511046000
2,30,bunia,cd,62.31,93,68,2.82,1511049144
0,-38,itarema,br,,,,,
64,66,andra,ru,15.69,90,80,5.5,1511049057
42,10,porto-vecchio,fr,47.17,93,75,2.24,1511047800
30,118,tunxi,cn,,,,,
-42,-70,san carlos de bariloche,ar,48.2,70,75,26.4,1511046000
8,8,makurdi,ng,80.18,75,44,12.21,1511049146
40,62,seydi,tm,34.91,86,0,10.87,1511049146
16,-104,la orilla,mx,79.73,93,48,5.39,1511049147
42,144,kushiro,jp,32,94,20,5.82,1511046000
-6,10,loandjili,cg,77,88,20,4.7,1511046000
56,110,kichera,ru,-3.84,100,56,2.93,1511049148
24,88,kandi,in,66.72,91,0,2.82,1511049149
-26,40,toliary,mg,,,,,
32,36,jawa,jo,60.78,39,0,8.05,1511046000
16,-12,maghama,mr,,,,,
10,108,phan thiet,vn,73.88,100,100,11.77,1511049150
26,-92,morgan city,us,74.07,88,75,9.17,1511048580
14,14,mao,td,73.52,23,0,10.98,1511049151
68,120,zhigansk,ru,-17.3,76,36,5.95,1511049064
58,-12,ballina,ie,39.68,100,92,2.93,1511049152
-32,86,carnarvon,au,68.93,99,0,11.65,1511049152
20,56,nizwa,om,52.73,76,0,2.59,1511049153
12,-6,koutiala,ml,71.9,31,36,7.18,1511049154
14,-74,riohacha,co,80.6,88,75,5.82,1511046000
64,126,sangar,ru,-25.94,39,44,4.61,1511049155
60,138,solnechnyy,ru,-6.41,58,44,2.59,1511049076
28,-94,galveston,us,79.75,83,1,11.41,1511046900
14,24,kutum,sd,65.82,38,12,5.84,1511049155
52,66,esil,kz,21.86,92,92,10.76,1511049156
-12,174,asau,tv,,,,,
34,54,semnan,ir,44.6,42,0,2.24,1511046000
54,0,bridlington,gb,36.73,86,0,9.17,1511047200
62,-130,norman wells,ca,-7.61,76,75,3.36,1511046000
2,-18,bonthe,sl,77.57,96,8,4.38,1511049158
-2,-60,manaus,br,79.68,83,40,1.36,1511046000
46,-8,cervo,es,58.26,100,0,13.22,1511049159
-14,118,waingapu,id,79.37,97,24,4.16,1511049159
58,48,tuzha,ru,31.76,94,80,8.97,1511049160
-14,30,mkushi,zm,64.52,90,12,11.21,1511049160
2,18,impfondo,cg,70.64,98,44,2.15,1511049161
-10,26,bukama,cd,71.45,81,20,5.73,1511049161
62,60,polunochnoye,ru,17.72,72,0,7.96,1511049162
-30,-50,tramandai,br,64.88,88,0,5.5,1511049162
70,58,amderma,ru,,,,,
-24,-68,calama,cl,51.47,49,0,2.59,1511049163
38,64,sayat,tm,37.4,74,5,4.7,1511046000
-4,-52,altamira,br,88.1,51,92,4.94,1511048875
54,62,bobrovka,ru,26.18,88,0,11.54,1511049164
0,118,bontang,id,84.32,90,12,1.59,1511049164
46,26,cernat,ro,37.79,96,92,2.37,1511049165
-8,-42,simplicio mendes,br,78.42,64,80,1.81,1511049165
44,-120,redmond,us,50.99,53,90,3.36,1511046900
48,94,erzin,ru,-12.93,51,0,1.92,1511049166
52,-22,vestmannaeyjar,is,24.47,100,0,6.4,1511049167
32,-88,meridian,us,46,45,1,9.17,1511048100
44,110,erenhot,cn,,,,,
48,-10,skibbereen,ie,48.2,100,75,4.7,1511046000
-34,48,taolanaro,mg,,,,,
54,72,poltavka,ru,23.84,90,76,7.74,1511049169
20,58,ibra,om,45.53,91,0,2.37,1511049170
4,-58,ituni,gy,,,,,
40,48,imisli,az,,,,,
-22,-50,pompeia,br,72.08,92,88,4.27,1511049171
38,32,beysehir,tr,38.33,100,20,8.19,1511049172
-36,-60,veinticinco de mayo,ar,55.29,38,0,3.71,1511049172
6,124,palimbang,ph,83.01,100,0,2.59,1511049173
56,-2,eyemouth,gb,39.2,64,0,17.22,1511045400
-20,-40,serra,br,77,78,0,16.11,1511046000
40,12,anzio,it,47.05,75,0,5.82,1511047200
34,-100,vernon,us,57.61,21,1,11.41,1511046900
-34,138,port pirie,au,71.6,60,0,6.93,1511046000
28,16,hun,ly,38.64,75,24,2.71,1511049177
8,100,ron phibun,th,75.2,100,20,1.7,1511046000
40,32,gerede,tr,26.94,71,8,2.37,1511049178
-40,166,wanaka,nz,64.02,67,0,2.71,1511049179
22,-76,gibara,cu,77,83,20,3.36,1511045400
58,4,varhaug,no,44.6,75,40,23.04,1511047200
12,-68,kralendijk,an,,,,,
28,62,khash,ir,21.81,62,0,2.71,1511049181
64,94,baykit,ru,-7.85,74,76,3.6,1511049182
50,-84,hearst,ca,22.71,76,88,7.63,1511049000
30,48,abadan,ir,58.26,71,0,3.83,1511046000
56,6,hvide sande,dk,42.8,81,92,24.16,1511047200
44,130,ningan,cn,,,,,
66,164,bilibino,ru,5.84,70,88,7.96,1511049184
-20,32,chipinge,zw,64.34,96,12,2.82,1511049184
26,-96,brownsville,us,83.48,66,1,11.41,1511046900
40,-4,toledo,es,30.95,75,0,2.26,1511049185
16,0,gao,ml,71.81,38,48,7.96,1511049185
-2,134,manokwari,id,83.96,99,12,6.06,1511049186
44,28,dumbraveni,ro,42.67,93,88,4.7,1511047800
8,22,ouadda,cf,66.86,95,24,9.53,1511049187
54,-122,prince george,ca,37.4,64,90,16.11,1511046000
-26,4,walvis bay,na,59.07,100,0,9.31,1511049188
-8,14,caxito,ao,75.2,83,0,4.7,1511046000
-16,-148,tiarei,pf,78.8,78,75,9.17,1511047800
34,-80,florence,us,65.05,82,90,26.4,1511047620
32,16,misratah,ly,59.66,100,20,13.67,1511049190
6,-6,gagnoa,ci,74.01,94,8,5.06,1511049191
-32,-52,rio grande,br,62.27,81,0,21.72,1511049191
30,-16,santa cruz de tenerife,es,63.97,100,36,10.29,1511047800
-26,-66,tucuman,ar,,,,,
30,96,pasighat,in,57.54,81,0,2.15,1511049192
42,116,zhangjiakou,cn,7.77,67,0,2.59,1511049193
8,-70,barinas,ve,80.04,81,24,3.27,1511049193
42,54,zhanaozen,kz,36.44,69,36,14.79,1511049194
20,-76,el cobre,cu,80.6,69,40,2.24,1511045640
56,60,nizhniy ufaley,ru,28.7,83,80,9.75,1511049195
-18,-150,haapiti,pf,78.8,78,75,9.17,1511047800
-12,-170,samusu,ws,,,,,
50,-116,kimberley,ca,35.6,64,75,16.11,1511046000
64,36,solovetskiy,ru,,,,,
24,58,ruwi,om,,,,,
-8,162,auki,sb,81.84,100,64,5.61,1511049198
18,-70,bajos de haina,do,77.95,88,40,6.93,1511046000
36,-92,batesville,us,51.91,57,40,12.75,1511045760
42,-6,la baneza,es,26.94,68,0,2.59,1511049199
32,108,daxian,cn,,,,,
44,4,ales,fr,41.61,65,0,10.29,1511047800
60,30,lisiy nos,ru,37.4,93,75,6.71,1511046000
52,24,zabinka,by,,,,,
52,-124,quesnel,ca,30.2,80,20,2.24,1511046000
32,-94,bossier city,us,63.32,48,90,21.92,1511048100
50,54,chingirlau,kz,30.77,94,92,5.84,1511049202
-2,106,mentok,id,,,,,
-2,32,muleba,tz,68.61,100,56,6.4,1511049203
-24,56,saint-philippe,re,73.4,78,20,5.82,1511047800
46,32,bekhtery,ua,43.55,100,92,2.59,1511049204
46,-10,ferrol,es,44.6,93,0,2.24,1511047800
-6,110,mlonggo,id,79.1,100,76,3.94,1511049205
10,-78,ailigandi,pa,76.22,95,56,3.6,1511049206
-14,150,samarai,pg,77.16,100,88,8.52,1511049206
12,-2,kokologo,bf,71.67,40,8,5.39,1511049207
