lat,lng,nearest_city_cityname,nearest_city_countrycode,Temp,Humidity,Cloudiness,WindSpeed,DT
0,-36,caucaia,br,80.6,74,20,9.17,1511046000
-16,36,phalombe,mw,68.75,93,76,3.38,1511049208
30,132,kushima,jp,44.46,57,20,12.75,1511046000
44,-108,worland,us,37.06,50,1,8.05,1511048100
72,-62,upernavik,gl,7.28,100,0,11.21,1511049209
40,-144,sitka,us,33.12,100,90,4.7,1511045760
16,-10,nioro,ml,,,,,
46,18,szentlorinc,hu,25.41,80,0,2.37,1511049210
6,-90,santa cruz,cr,82.4,69,0,3.36,1511046000
40,-94,excelsior springs,us,48.2,46,1,13.87,1511045640
48,58,emba,kz,,,,,
10,18,goundi,td,76.13,68,12,3.94,1511049211
18,-22,santa maria,cv,75.2,78,75,8.05,1511046000
-8,122,maumere,id,81.8,100,68,3.71,1511049213
-38,146,warragul,au,70.73,79,68,2.48,1511049214
16,124,dicabisagan,ph,78.38,100,56,3.6,1511049214
26,52,khor,qa,,,,,
18,36,sinkat,sd,,,,,
46,124,tailai,cn,-6.54,89,0,3.38,1511049215
14,124,caramoran,ph,80.76,100,80,6.17,1511049216
-32,22,carnarvon,za,42.47,39,0,2.82,1511049216
36,-78,rocky mount,us,62.6,72,20,9.17,1511046600
22,82,bilaspur,in,65.42,96,0,2.59,1511049217
18,-90,escarcega,mx,79.55,52,0,2.37,1511049218
58,88,teguldet,ru,29.69,87,80,8.19,1511049218
44,-96,marshall,us,63.25,48,90,21.92,1511046900
18,60,sur,om,74.46,100,0,8.19,1511049219
6,-52,kourou,gf,77,94,0,2.24,1511047800
-12,-78,chancay,pe,63.17,83,0,4.94,1511049220
36,138,tatsuno,jp,44.62,80,20,8.05,1511046000
-2,-68,tonantins,br,82.02,87,32,2.04,1511049221
34,120,dongkan,cn,35.63,78,76,5.39,1511049222
2,-54,camopi,gf,79.32,75,12,3.83,1511049222
-16,-62,san javier,bo,,,,,
70,-8,klaksvik,fo,37.4,69,32,17.22,1511047200
-6,32,inyonga,tz,71.72,42,20,7.18,1511049223
10,-74,bosconia,co,70.32,90,48,1.25,1511049224
-12,38,masuguru,tz,78.02,72,0,6.73,1511049225
14,-6,niono,ml,68.52,29,80,6.29,1511049225
28,110,jishou,cn,38.24,79,92,6.96,1511049226
-10,34,karonga,mw,73.7,100,64,7.74,1511049226
36,44,irbil,iq,,,,,
-18,-56,coxim,br,75.68,83,88,7.96,1511049227
12,48,bosaso,so,,,,,
8,20,ndele,cf,70.86,88,20,4.38,1511049227
24,100,simao,cn,60.06,90,56,2.15,1511049229
38,132,izumo,jp,45.41,100,75,14.99,1511046000
42,-128,eureka,us,53.6,76,1,9.17,1511048100
22,88,haldia,in,72.12,98,100,2.93,1511049230
0,-78,cayambe,ec,51.47,83,92,1.36,1511048951
38,48,ardabil,ir,26.6,92,0,6.93,1511045640
52,-98,gimli,ca,16.59,85,56,10.65,1511049009
34,14,tripoli,ly,60.8,67,75,4.7,1511047200
48,-68,price,ca,,,,,
26,96,khonsa,in,55.88,91,0,1.92,1511049233
34,0,wahran,dz,,,,,
50,-72,dolbeau,ca,,,,,
40,20,delvine,al,55.4,100,90,1.7,1511047200
-80,-16,cape town,za,57.2,93,0,4.7,1511046000
-24,50,farafangana,mg,74.51,100,76,12.21,1511049235
-2,28,kabare,cd,54.8,100,32,1.7,1511049235
66,70,yar-sale,ru,12.86,97,80,8.63,1511049236
-8,16,camabatela,ao,64.16,99,92,3.15,1511049236
14,72,kankon,in,84.5,93,92,6.17,1511049237
36,-106,espanola,us,45.23,26,40,3.36,1511046900
22,-74,clarence town,bs,80.45,99,76,17.69,1511049238
40,-122,red bluff,us,61.29,29,1,3.36,1511045640
-4,140,vanimo,pg,84.36,100,24,10.2,1511049239
44,-54,marystown,ca,41.75,100,44,10.09,1511049239
48,8,kirchzarten,de,38.57,80,75,9.17,1511047800
48,122,zalantun,cn,-10.1,51,0,5.28,1511049240
8,80,anuradhapura,lk,70.64,95,8,2.82,1511049241
50,64,kushmurun,kz,,,,,
-6,-62,manicore,br,81.57,78,68,2.15,1511049242
44,-82,goderich,ca,44.81,99,92,18.92,1511049242
88,14,longyearbyen,sj,24.8,58,40,13.87,1511045400
8,-72,san juan de colon,ve,73.4,100,75,6.93,1511046000
62,2,floro,no,42.8,70,24,16.11,1511047200
42,36,bafra,tr,44.6,93,80,4.7,1511045400
44,-18,muros,es,44.6,100,0,5.28,1511047800
42,136,olga,ru,6.29,47,0,7.63,1511049246
14,-72,manaure,co,80.6,88,75,5.82,1511046000
38,8,carbonia,it,48,93,0,5.82,1511047200
-16,50,mananara,mg,,,,,
-10,-62,jaru,br,79.19,85,64,2.04,1511049247
54,-4,whitehaven,gb,44.63,85,56,13.44,1511049248
68,-180,mys shmidta,ru,,,,,
42,-62,halifax,ca,33.8,80,90,11.41,1511046000
52,-4,carmarthen,gb,42.8,100,80,1.12,1511045400
-10,-88,sechura,pe,69.29,77,0,14,1511049249
-10,46,domoni,km,80.63,100,36,7.96,1511049250
36,116,yanggu,cn,29.69,60,68,7.96,1511049251
30,54,fasa,ir,41,41,0,4.38,1511046000
34,44,balad,iq,47.06,82,36,4.38,1511049252
24,-100,doctor arroyo,mx,69.65,37,0,3.94,1511049253
48,-106,glendive,us,34.54,51,1,9.17,1511046900
-30,-62,rafaela,ar,61.19,37,0,4.27,1511049069
8,102,yaring,th,73.7,93,0,2.71,1511049254
64,86,turukhansk,ru,-1.37,68,76,12.66,1511049254
46,134,dalnerechensk,ru,-8.43,81,0,5.73,1511049255
14,102,sa kaeo,th,74.24,97,48,4.16,1511049255
38,136,wajima,jp,32,100,90,2.24,1511046000
34,64,sahrak,af,,,,,
30,38,bayir,jo,,,,,
-48,172,dunedin,nz,62.72,81,0,4.38,1511049243
50,104,kholtoson,ru,-14.69,38,0,1.59,1511049103
28,48,bayan,kw,62.6,67,0,3.36,1511046000
-6,24,mbuji-mayi,cd,68.75,98,12,3.94,1511049257
52,-70,chute-aux-outardes,ca,23,92,90,4.7,1511046000
52,138,gorin,ru,-6.41,58,44,2.59,1511049258
-14,-54,jaciara,br,71.94,94,20,4.16,1511049259
36,18,locri,it,58.1,82,40,4.7,1511045700
-10,16,malanje,ao,62.63,98,20,2.59,1511049260
56,44,dalneye konstantinovo,ru,,,,,
-12,26,solwezi,zm,62.36,95,44,6.29,1511049261
-10,-42,remanso,br,,,,,
38,30,dinar,tr,46.49,80,20,4.7,1511047200
20,-74,baracoa,cu,74.51,100,76,10.2,1511049262
32,-6,mrirt,ma,,,,,
-30,166,vao,nc,72.17,100,44,11.1,1511049263
54,60,uyskoye,ru,19.61,82,20,6.96,1511049263
62,120,verkhnevilyuysk,ru,-7.08,75,56,5.61,1511049070
-34,146,griffith,au,74.42,65,32,14.67,1511049264
-12,136,galiwinku,au,,,,,
-20,-74,ilo,pe,59.79,93,0,2.37,1511049265
52,6,rheden,nl,42.26,86,90,5.82,1511047500
34,8,tawzar,tn,,,,,
0,-46,viseu,br,80.31,79,0,9.86,1511049266
50,40,mitrofanovka,ru,34.1,95,88,7.63,1511049267
50,-108,swift current,ca,28.4,74,1,13.87,1511046000
-26,124,yulara,au,78.8,54,75,8.05,1511046000
34,-120,isla vista,us,65.53,37,1,10.29,1511048100
48,92,ulaangom,mn,-16.4,58,8,1.81,1511049269
20,-72,cap-haitien,ht,75.27,100,64,10.09,1511049270
6,6,agbor,ng,75.72,92,24,6.85,1511049270
46,120,wulanhaote,cn,,,,,
-14,-174,falealupo,ws,,,,,
-6,120,tanete,id,,,,,
52,48,balakovo,ru,29.19,100,12,7.74,1511049271
8,-126,cabo san lucas,mx,88.02,27,5,8.05,1511045460
34,-4,tawnat,ma,,,,,
60,156,omsukchan,ru,-22.79,31,0,1.92,1511049272
8,68,dhidhdhoo,mv,80.99,100,48,1.25,1511049273
12,12,damaturu,ng,72.35,38,0,7.52,1511049273
48,0,allonnes,fr,39.99,100,90,5.82,1511047800
38,-100,dodge city,us,47.14,29,1,13.87,1511045640
48,-60,channel-port aux basques,ca,42.11,100,68,27.54,1511049275
-4,116,martapura,id,77,100,40,6.93,1511046000
36,-12,aljezur,pt,59.12,100,0,5.95,1511049276
50,12,wunsiedel,de,32,97,90,12.75,1511046000
-22,28,tobane,bw,65.42,60,0,11.77,1511049277
14,82,kattivakkam,in,80.6,94,20,2.48,1511047800
2,64,kudahuvadhoo,mv,82.97,100,92,6.4,1511049278
-8,-34,olinda,br,78.8,78,75,8.05,1511046000
8,-4,dabakala,ci,77.84,76,68,8.3,1511049280
-44,176,waipawa,nz,59,67,20,18.34,1511047800
-8,-58,jacareacanga,br,77.66,92,44,2.26,1511049281
14,4,dogondoutchi,ne,71,65,0,1.92,1511049281
42,2,berga,es,42.8,93,0,1.12,1511047800
-16,30,luangwa,zm,74.15,75,88,13.67,1511049283
8,4,oyo,ng,76.04,75,20,8.41,1511049283
40,-26,praia da vitoria,pt,68,94,75,18.03,1511046000
28,140,shimoda,jp,46.98,50,75,10.29,1511046000
4,-80,mosquera,co,57.2,87,40,4.7,1511046000
-4,-46,santa ines,br,79.37,78,44,4.94,1511049285
26,-80,aventura,us,75.18,69,20,4.7,1511045760
-4,-30,natal,br,78.8,74,20,8.05,1511046000
26,-136,pacific grove,us,64.38,42,1,5.82,1511047800
18,-86,savannah bight,hn,77.79,100,88,8.75,1511049288
-2,-50,oeiras do para,br,84.54,66,20,10.65,1511049288
22,76,bhikangaon,in,61.86,94,0,7.74,1511049288
72,34,skalistyy,ru,,,,,
34,34,dromolaxia,cy,,,,,
24,82,sidhi,in,68.3,76,88,5.39,1511049289
-8,24,kaniama,cd,65.69,97,24,2.37,1511049290
36,-98,enid,us,54.45,35,40,16.11,1511046900
68,134,batagay,ru,-20,57,64,4.16,1511049116
14,128,alugan,ph,80.67,100,92,8.3,1511049290
-46,-64,rawson,ar,63.8,62,92,28.1,1511049159
-16,48,tsaratanana,mg,67.71,98,48,3.27,1511049291
4,14,batouri,cm,68.75,100,48,5.84,1511049291
-38,150,cooma,au,60.65,85,32,4.16,1511049292
-2,-64,maraa,br,78.96,94,48,4.5,1511049292
18,-82,george town,ky,80.6,83,20,10.29,1511046000
2,-36,trairi,br,80.49,99,0,17.69,1511049293
40,-92,quincy,us,47.48,81,75,5.82,1511048100
36,48,bijar,ir,22.26,65,0,2.15,1511049294
54,54,priyutovo,ru,31.85,98,92,8.52,1511049295
-30,152,armidale,au,61.19,91,76,6.62,1511049295
30,116,huangmei,cn,43.37,98,68,12.55,1511049297
8,30,ler,sd,,,,,
18,82,chitrakonda,in,66.86,99,76,2.59,1511049297
-6,20,tshikapa,cd,68.66,100,12,2.15,1511049298
-4,30,rutana,bi,59.66,86,44,5.28,1511049298
26,98,myitkyina,mm,64.02,94,0,1.81,1511049299
50,82,glubokoe,kz,,,,,
42,-118,winnemucca,us,46.4,39,1,5.82,1511045760
-30,148,narrabri,au,68.21,84,56,6.96,1511049300
38,54,bandar-e torkaman,ir,,,,,
54,-100,the pas,ca,8.6,71,75,6.93,1511046000
42,106,haibowan,cn,,,,,
46,-72,warwick,ca,35.6,55,90,8.05,1511046000
54,64,borovskoy,kz,24.29,88,36,10.76,1511049302
2,-78,magui,co,,,,,
6,90,sabang,id,82.25,100,12,6.85,1511049303
42,14,sulmona,it,51.8,71,64,4.7,1511045400
28,-76,marsh harbour,bs,77.66,100,12,9.75,1511049305
50,20,wieliczka,pl,39.2,92,75,13.87,1511047800
54,134,zlatoustovsk,ru,,,,,
34,-76,havelock,us,64.67,72,20,10.29,1511045880
-2,-80,el triunfo,ec,77,69,0,11.41,1511046000
-14,112,gondanglegi,id,,,,,
18,12,bilma,ne,57.59,35,0,4.83,1511049306
-14,-76,subtanjalla,pe,66.2,82,0,18.34,1511046000
54,84,pervomayskoye,ru,41.75,97,8,2.93,1511049308
8,-92,acajutla,sv,83.16,74,20,4.7,1511045400
-26,152,kingaroy,au,69.83,80,64,7.96,1511049309
-90,130,hobart,au,75.2,36,75,11.41,1511046000
62,48,urdoma,ru,33.87,90,92,11.77,1511049310
44,82,yining,cn,39.54,84,68,3.38,1511049310
-10,142,morehead,pg,82.79,94,44,5.95,1511049311
46,146,otradnoye,ru,37.4,93,75,6.71,1511046000
8,2,savalou,bj,73.92,84,0,6.51,1511049312
20,-14,atar,mr,57.59,31,0,5.17,1511049312
20,114,zhuhai,cn,64.35,93,75,13.87,1511047800
10,-54,marienburg,sr,81.43,78,20,6.93,1511046000
50,48,novouzensk,ru,28.88,89,8,8.75,1511049314
-8,-70,feijo,br,78.83,89,8,3.04,1511049314
34,12,jarjis,tn,,,,,
-20,-72,iquique,cl,61.77,97,0,5.61,1511049315
64,82,krasnoselkup,ru,,,,,
38,-26,arrifes,pt,66.2,82,40,8.05,1511047800
42,60,mangit,uz,,,,,
58,-2,fraserburgh,gb,39.2,80,12,16.11,1511047200
48,20,matranovak,hu,30.95,90,36,7.63,1511049318
56,46,vasilsursk,ru,,,,,
-18,-46,joao pinheiro,br,74.37,77,56,5.73,1511049319
48,126,keshan,cn,,,,,
52,-112,hanna,ca,10.34,67,20,5.28,1511049320
-10,88,padang,id,77.79,100,64,6.06,1511049320
60,158,palana,ru,30.77,96,24,12.21,1511049321
40,-116,elko,us,37.4,51,1,6.93,1511045760
70,12,gravdal,no,39.32,100,0,20.04,1511049322
-6,-80,olmos,pe,70.01,68,0,4.16,1511049322
-16,-56,santo antonio do leverger,br,78.8,88,20,9.17,1511046000
32,-12,asfi,ma,,,,,
32,58,ravar,ir,32.75,56,0,5.28,1511049324
12,96,mergui,mm,,,,,
34,42,rawah,iq,55.16,84,88,7.74,1511049324
16,-90,chisec,gt,66.95,91,12,1.81,1511049325
66,22,boden,se,17.6,92,68,6.93,1511047200
44,38,divnomorskoye,ru,52.82,80,64,6.4,1511049326
36,12,tabulbah,tn,,,,,
12,124,cataingan,ph,81.57,100,20,12.21,1511049326
26,-90,houma,us,75.34,88,75,9.17,1511048580
44,-72,haverhill,us,40.98,65,90,4.7,1511045760
34,130,maebaru,jp,46.4,100,75,16.11,1511046000
10,84,trincomalee,lk,72.66,92,20,2.82,1511049328
-18,134,ngukurr,au,,,,,
64,130,namtsy,ru,-28.01,44,56,3.38,1511049329
60,84,belyy yar,ru,12.2,85,32,2.24,1511046000
6,16,baoro,cf,66.36,100,88,7.74,1511049329
2,-80,esmeraldas,ec,,,,,
12,8,malumfashi,ng,66.14,60,8,3.49,1511049330
-32,114,kwinana,au,62.55,82,44,5.82,1511046000
-6,-42,elesbao veloso,br,89.99,35,92,7.29,1511049331
50,34,velyka bahachka,ua,33.74,96,92,5.39,1511049159
44,52,shetpe,kz,37.34,70,64,14.23,1511049332
22,78,amla,in,64.11,96,20,4.61,1511049333
0,144,aitape,pg,84.14,92,36,4.94,1511049333
36,-6,barbate,es,55.92,67,20,16.11,1511047800
60,-2,scalloway,gb,,,,,
68,30,kovdor,ru,12.68,100,56,2.71,1511049335
16,102,chaiyaphum,th,73.92,91,68,11.54,1511049336
36,-76,elizabeth city,us,62.42,63,1,6.93,1511047200
28,-106,santa cruz de rosales,mx,,,,,
36,-88,paris,us,54.54,54,75,21.92,1511046900
-42,178,otane,nz,53.09,76,88,10.2,1511049337
46,-86,escanaba,us,35.6,69,90,11.41,1511045760
68,176,leningradskiy,ru,25.59,99,92,28.21,1511049338
48,-74,la tuque,ca,20.64,74,48,2.37,1511049338
62,136,dzhebariki-khaya,ru,-35.21,65,12,2.37,1511049339
50,130,novobureyskiy,ru,-12.98,100,0,6.62,1511049089
28,124,shenjiamen,cn,57.05,100,32,18.03,1511049340
46,38,primorsko-akhtarsk,ru,41.48,100,56,3.71,1511049340
20,82,umarkot,in,64.11,93,0,2.59,1511049341
-22,26,moiyabana,bw,,,,,
48,-136,prince rupert,ca,39.2,100,90,2.24,1511046000
34,48,alashtar,ir,,,,,
14,-40,porto novo,cv,75.2,78,40,17.22,1511046000
-22,-64,yacuiba,bo,71.6,78,90,5.82,1511046000
28,86,banepa,np,50,93,20,3.36,1511045400
6,14,betare oya,cm,66.23,91,64,2.37,1511049344
46,-58,burgeo,ca,43.14,100,56,20.04,1511049344
38,44,hakkari,tr,15.02,63,20,2.15,1511049345
20,78,digras,in,65.06,89,0,4.16,1511049345
50,-100,brandon,ca,10.4,66,75,11.41,1511046000
0,-76,puerto asis,co,78.11,92,44,0.58,1511049346
30,80,bageshwar,in,36.35,92,20,1.81,1511049347
10,-80,portobelo,pa,81.5,78,20,6.93,1511046000
-12,40,pemba,mz,80.6,83,20,6.93,1511047800
44,22,bogovina,rs,,,,,
38,100,zhangye,cn,21.27,79,44,3.15,1511049348
60,76,megion,ru,19.4,100,75,6.71,1511046000
62,126,berdigestyakh,ru,-16.94,73,44,2.82,1511049349
60,-150,sterling,us,54.52,100,5,17.25,1511048820
6,114,labuan,my,77.9,88,75,4.7,1511047800
80,94,khatanga,ru,-10.68,55,20,13.22,1511049351
48,-120,east wenatchee bench,us,47.05,61,1,9.17,1511045700
88,164,pevek,ru,22.85,92,88,6.17,1511049352
36,136,sabae,jp,39.2,86,75,5.82,1511046000
62,66,oktyabrskoye,ru,29.46,75,0,2.82,1511049353
48,-96,grand forks,us,16.48,72,1,8.05,1511046900
40,44,janfida,am,35.6,93,8,2.24,1511046000
40,126,huanren,cn,3.77,78,0,2.59,1511049355
26,72,balotra,in,57.72,75,0,9.53,1511049355
66,66,labytnangi,ru,15.56,91,88,4.94,1511049356
26,80,kurara,in,65.46,70,20,5.39,1511049357
8,-60,mabaruma,gy,80.81,84,0,8.41,1511049357
58,62,verkhnyaya sinyachikha,ru,27.53,89,12,7.07,1511049358
-4,-42,batalha,br,76.58,66,0,11.65,1511049359
48,4,saint-andre-les-vergers,fr,43.59,81,90,17.22,1511047800
-18,20,rundu,na,59.21,34,0,4.83,1511049360
38,-144,fortuna,us,53.6,76,1,9.17,1511048100
28,88,mangan,in,16.77,58,0,0.69,1511049361
20,104,xam nua,la,58.4,97,56,2.37,1511049362
60,112,vitim,ru,-21.71,92,20,2.26,1511049069
6,100,kuala kedah,my,76.26,94,75,3.71,1511046000
-28,-48,florianopolis,br,71.6,78,75,9.17,1511046000
36,-118,ridgecrest,us,62.6,12,1,4.7,1511045760
14,42,edd,er,63.8,50,0,5.95,1511049364
52,28,lyuban,by,32.93,99,92,7.63,1511049364
-14,136,alyangula,au,86.52,93,12,2.93,1511049365
-38,142,hamilton,au,73.47,81,0,10.09,1511049365
8,36,gore,et,53.54,85,0,2.82,1511049366
20,98,mae hong son,th,67.62,95,0,1.92,1511049301
48,-82,timmins,ca,26.6,92,90,13.87,1511046000
40,-96,beatrice,us,44.6,52,1,11.41,1511046900
-48,-10,saldanha,za,55.4,82,0,1.12,1511046000
-20,-56,miranda,br,71.18,96,92,8.08,1511049368
40,146,nemuro,jp,39.32,100,76,20.04,1511049368
2,42,dujuma,so,,,,,
52,10,bad salzdetfurth,de,39.2,80,20,9.17,1511047200
72,26,honningsvag,no,25.77,100,20,3.04,1511049369
14,-58,bathsheba,bb,82.4,83,75,13.87,1511046000
14,110,qui nhon,vn,,,,,
-8,-68,boca do acre,br,81.62,78,0,2.93,1511049371
18,104,seka,th,73.02,74,20,8.86,1511049371
26,60,chabahar,ir,,,,,
38,60,kaka,tm,32.79,79,20,4.5,1511049372
50,102,zakamensk,ru,-14.69,38,0,1.59,1511049373
50,-92,sioux lookout,ca,14,85,90,5.82,1511048280
10,-52,iracoubo,gf,79.59,76,24,6.17,1511049374
24,-94,matamoros,mx,86,34,5,6.93,1511045040
30,142,katsuura,jp,46.4,45,75,18.34,1511046360
70,88,talnakh,ru,-24.68,73,0,3.04,1511049375
38,16,melito di porto salvo,it,58.12,82,40,10.29,1511045700
-24,54,saint-pierre,re,73.4,78,20,5.82,1511047800
-14,16,caconda,ao,59.84,91,0,6.4,1511049377
72,30,batsfjord,no,38.37,100,88,10.31,1511049265
12,22,adre,td,77.16,57,88,2.37,1511049378
40,64,romitan,uz,,,,,
-4,104,baturaja,id,73.61,99,76,4.61,1511049379
-36,142,horsham,au,75.32,67,0,12.66,1511049379
-24,26,boatlaname,bw,,,,,
0,100,payakumbuh,id,71.81,94,44,2.71,1511049380
6,-68,puerto ayacucho,ve,87.8,66,40,2.59,1511046000
-14,50,sambava,mg,78.47,100,12,13.33,1511049381
16,-14,gollere,sn,,,,,
18,94,myanaung,mm,74.87,96,0,6.4,1511049382
18,16,faya,td,,,,,
-8,36,ilula,tz,68,64,20,5.82,1511046000
28,-12,arrecife,es,69.03,72,75,12.75,1511047800
0,30,kilembe,ug,62.31,100,36,1.7,1511049384
-22,144,charters towers,au,78.87,73,12,9.75,1511049385
60,50,raduzhnyy,ru,10.47,93,80,4.94,1511049385
40,10,tortoli,it,55.4,82,20,10.29,1511045700
-32,140,broken hill,au,78.24,53,0,11.99,1511049386
-14,34,lilongwe,mw,65.91,90,56,8.86,1511049170
56,48,zvenigovo,ru,33.8,95,90,8.95,1511046000
56,-116,high prairie,ca,27.71,90,68,4.38,1511049388
6,-78,mutis,co,76.4,100,92,4.5,1511049388
36,0,sidi ali,dz,,,,,
42,44,gori,ge,30.86,83,8,1.48,1511049389
38,118,binzhou,cn,25.1,51,36,2.71,1511049389
54,100,tulun,ru,6.87,67,36,2.59,1511049390
-14,-48,cavalcante,br,67.62,92,20,2.59,1511049390
46,126,zhaodong,cn,-4.01,83,0,6.71,1511046000
62,122,vilyuysk,ru,-8.48,65,56,4.72,1511049391
-8,-32,itamaraca,br,78.8,78,75,8.05,1511046000
40,60,hazorasp,uz,28.4,79,0,9.17,1511046000
2,26,buta,cd,69.69,99,32,2.15,1511049393
-22,-40,sao joao da barra,br,76.85,97,64,29.66,1511049394
2,16,ouesso,cg,70.77,100,80,2.37,1511049394
-12,134,maningrida,au,87.06,78,24,7.18,1511049395
-44,172,rakaia,nz,66.2,48,0,5.82,1511047800
38,102,jinchang,cn,17.49,78,48,6.62,1511049396
66,50,ust-tsilma,ru,27.71,88,64,6.17,1511049397
50,62,svetlyy,ru,35.6,100,75,13.42,1511046000
32,106,baoning,cn,,,,,
30,134,nichinan,jp,44.17,57,20,12.75,1511046000
14,104,phrai bung,th,,,,,
-46,140,burnie,au,61.14,92,8,17.25,1511049399
82,-142,tuktoyaktuk,ca,3.2,84,90,8.05,1511046000
36,72,chitral,pk,-3.84,59,0,1.14,1511049400
70,-52,ilulissat,gl,-0.41,54,0,3.36,1511045400
-4,120,singkang,id,,,,,
16,38,barentu,er,58.04,75,0,2.59,1511049402
26,118,sanming,cn,50.66,100,92,2.71,1511049403
64,26,muhos,fi,28.4,92,80,4.7,1511047200
34,60,taybad,ir,26.22,79,0,4.61,1511049404
44,136,rudnaya pristan,ru,4.26,51,0,9.98,1511049405
38,-74,ocean city,us,57.2,67,75,16.11,1511045640
44,-64,lunenburg,ca,39.59,100,76,9.19,1511049406
44,-78,colborne,ca,42.84,100,90,3.36,1511046780
62,32,suoyarvi,ru,37.11,98,92,8.52,1511049407
-16,28,mazabuka,zm,69.06,76,64,8.3,1511049408
-10,42,madimba,tz,75.2,94,20,4.38,1511046000
42,-70,brewster,us,45.68,93,90,3.36,1511045760
54,34,betlitsa,ru,32.66,99,88,9.64,1511049409
24,128,itoman,jp,65.23,59,75,18.34,1511046000
10,-82,bocas del toro,pa,77.39,100,92,13.89,1511049304
62,112,chernyshevskiy,ru,-19.59,83,32,3.94,1511049411
28,80,pawayan,in,63.53,80,64,8.52,1511049411
-16,-40,itarantim,br,71.09,78,56,8.41,1511049412
38,76,shache,cn,20.37,73,0,3.04,1511049412
-10,38,liwale,tz,75.14,70,0,5.39,1511049413
60,128,mokhsogollokh,ru,-18.38,79,44,2.93,1511049414
64,18,ornskoldsvik,se,22.19,92,92,10.29,1511047200
-2,12,mbigou,ga,65.69,98,76,1.14,1511049415
44,26,daia,ro,46.4,100,90,5.82,1511047800
12,-64,la asuncion,ve,82.34,98,0,16.69,1511049416
26,-104,mapimi,mx,86,18,5,6.93,1511045040
-18,30,chegutu,zw,62,98,88,7.4,1511049417
-4,28,uvira,cd,57.86,100,8,4.27,1511049417
-20,24,maun,bw,57.09,31,0,4.72,1511049418
-34,-58,carmelo,uy,63.52,27,0,4.7,1511046000
56,148,arman,ru,5,100,40,4.47,1511046000
42,-116,mountain home,us,44.94,52,1,12.75,1511045880
16,10,tanout,ne,70.86,37,0,4.72,1511049420
-20,-58,fuerte olimpo,py,71.99,95,56,7.85,1511049420
-14,-58,nova olimpia,br,77.16,85,64,11.65,1511049421
16,44,sayyan,ye,26.63,67,0,2.48,1511049422
-18,148,ayr,au,80.94,77,12,10.31,1511049422
52,-56,saint anthony,ca,,,,,
42,-82,blenheim,ca,53.63,95,92,10.31,1511049423
32,-100,abilene,us,57.2,35,1,20.8,1511046900
28,-28,ponta delgada,pt,66.2,82,40,8.05,1511047800
66,40,severodvinsk,ru,33.8,100,90,8.95,1511046000
34,106,beidao,cn,29.96,90,92,3.27,1511049426
44,42,dzheguta,ru,26.99,70,32,2.82,1511049426
4,4,warri,ng,77.03,88,36,7.07,1511049426
40,-100,lexington,us,60.76,82,90,16.11,1511048640
44,-4,santander,es,44.6,100,0,2.15,1511047800
48,-102,minot,us,20.82,72,1,4.7,1511049240
24,72,patan,in,67.31,56,24,7.18,1511049428
10,14,guider,cm,65.15,64,0,3.15,1511049429
24,80,pawai,in,66.68,87,76,4.94,1511049429
34,24,palaiokhora,gr,,,,,
2,-16,mattru,sl,,,,,
40,42,horasan,tr,18.08,68,20,2.48,1511049430
30,34,mizpe ramon,il,,,,,
24,122,suao,tw,,,,,
6,118,sandakan,my,78.8,88,75,3.36,1511046000
-20,-52,tres lagoas,br,71.67,95,80,4.16,1511049274
4,-106,acapulco,mx,,,,,
48,124,gannan,cn,-20.49,29,0,5.73,1511049432
22,-100,fernandez,mx,,,,,
-26,34,xai-xai,mz,71.94,96,0,15.68,1511049433
40,-90,jacksonville,us,68,72,1,4.7,1511048100
54,126,magdagachi,ru,-11.54,55,8,6.73,1511049434
10,-84,san isidro,cr,67.4,93,88,1.59,1511049434
4,12,mfou,cm,,,,,
14,8,tessaoua,ne,69.96,47,0,5.61,1511049435
54,-110,grand centre,ca,,,,,
28,-82,winston,us,71.1,56,1,3.36,1511048100
36,60,mashhad,ir,37.4,69,0,4.7,1511047800
58,44,makaryev,ru,32.03,90,88,8.41,1511049437
52,40,verkhnyaya khava,ru,32,95,75,6.71,1511046000
52,106,istok,ru,32,87,90,11.18,1511046000
50,74,aktau,kz,42.8,75,90,17.9,1511047800
44,-6,aviles,es,48.2,93,12,4.7,1511047800
50,68,atbasar,kz,25.14,87,80,9.64,1511049440
-8,28,manono,cd,69.06,87,12,3.04,1511049440
16,68,ratnagiri,in,81.26,94,76,12.44,1511049440
30,84,pokhara,np,39.72,80,0,1.7,1511049224
48,54,makat,kz,,,,,
26,128,nishihara,jp,65.26,59,75,18.34,1511046000
56,12,frederiksvaerk,dk,42.22,86,92,14.99,1511047200
8,-12,serabu,sl,76.4,92,24,4.27,1511049442
-8,-40,ouricuri,br,77.93,48,36,5.73,1511049442
